"Gene","Module"
"HDAC7","magenta"
"FHL2","paleturquoise"
"ASCL3","pink"
"FAM83A","magenta"
"C1orf192","red"
"TCF3","turquoise"
"DYX1C1","darkturquoise"
"ITGA5","grey60"
"GABPB1","salmon"
"AHI1","paleturquoise"
"CCDC86","brown"
"PTGFRN","steelblue"
"TBC1D12","darkslateblue"
"MRPL39","salmon"
"ARHGEF15","blue"
"SLC35E3","grey"
"MOGAT3","yellow"
"MIIP","turquoise"
"CSRP1","royalblue"
"DDX10","blue"
"RASSF3","darkgrey"
"C2orf50","brown"
"FKBP9","saddlebrown"
"VIP","grey"
"MLTK","lightcyan"
"LPPR3","royalblue"
"ZNF423","darkgrey"
"NR2F6","brown"
"TP53RK","grey60"
"ZNF506","black"
"NOVA1","darkgrey"
"LUZPP1","grey"
"TSHZ1","pink"
"GGT7","lightsteelblue1"
"GRP","magenta"
"AC018816.3","brown"
"GOLGA2","brown"
"ZNF358","pink"
"PCDHB10","darkturquoise"
"BCAT2","brown"
"PRR22","skyblue"
"KRBOX4","yellowgreen"
"VWA1","royalblue"
"PPOX","brown"
"PKD1","lightsteelblue1"
"SLTM","skyblue"
"FOXD1","red"
"ZFAND6","violet"
"ONECUT3","bisque4"
"CWF19L1","black"
"NT5M","darkgreen"
"PAK1","steelblue"
"RNASEH2B","green"
"CDCP2","plum1"
"MMP25","cyan"
"P2RX4","black"
"BTLA","grey"
"TAGLN","greenyellow"
"APOPT1","saddlebrown"
"FCGR3A","darkorange"
"TTC9B","turquoise"
"BAI1","lightyellow"
"TSSK4","black"
"RP1-241P17.4","grey"
"GALNTL5","tan"
"ZNF775","blue"
"C17orf74","grey"
"JAZF1","greenyellow"
"STRADA","ivory"
"C12orf43","salmon"
"DYRK2","midnightblue"
"PIP","grey"
"SRSF3","lightgreen"
"DCDC2","skyblue"
"CALML4","blue"
"RP11-595B24.2","turquoise"
"LZTS2","cyan"
"SSX5","magenta"
"RP11-1105G2.3","grey"
"RAB11FIP2","plum1"
"SDC2","darkmagenta"
"EBF2","pink"
"ZNF441","brown4"
"GBAS","darkmagenta"
"GGA1","red"
"ANKRD27","steelblue"
"HOXA7","greenyellow"
"PRMT8","grey"
"PSMA5","darkgreen"
"MIP","grey"
"RP9","midnightblue"
"MARCKS","red"
"H2BFWT","yellow"
"HACL1","turquoise"
"MROH9","darkorange"
"SMPD2","grey"
"AASDHPPT","black"
"HNRNPLL","white"
"MRPS14","lightcyan"
"LRTOMT","black"
"SBSN","palevioletred3"
"OR7C1","midnightblue"
"VEGFC","purple"
"ZNF736","bisque4"
"GTSF1","blue"
"AC007773.3","red"
"CSNK1G3","salmon"
"GALT","brown"
"GAB4","tan"
"CDHR2","cyan"
"IGFBP4","turquoise"
"WDR78","darkred"
"C2orf16","magenta"
"C14orf178","grey"
"MFSD3","floralwhite"
"NFATC2IP","blue"
"CTNNBL1","blue"
"UGT1A4","grey"
"PSME3","yellow"
"KCNS3","turquoise"
"GGCT","purple"
"PDP2","turquoise"
"FAM206A","brown"
"CYP1A2","turquoise"
"SCG2","midnightblue"
"MYO18A","salmon"
"TRAPPC6B","red"
"DIAPH3","black"
"DHRS7B","skyblue3"
"LRRN1","turquoise"
"SPECC1L","black"
"CXorf58","darkgrey"
"CCDC168","lightyellow"
"AC006435.1","white"
"YIPF1","blue"
"RAB4A","purple"
"PCBP1","pink"
"COPS7B","yellow"
"ANGPTL7","grey"
"CDIPT","grey60"
"ALDH4A1","darkgrey"
"PCID2","yellowgreen"
"WASF2","plum2"
"TRPV3","turquoise"
"DNAL1","royalblue"
"SMTN","black"
"RP11-422N16.3","darkred"
"PSPC1","turquoise"
"ABHD13","lightcyan"
"AMMECR1","purple"
"TMEM150B","tan"
"RSAD2","brown"
"WIPI1","turquoise"
"CDK4","royalblue"
"MICAL1","brown4"
"BMP3","blue"
"DDX23","lightgreen"
"MTX1","orangered4"
"SLC25A4","green"
"ZFAND2A","orange"
"SOCS6","blue"
"TNFAIP8L3","purple"
"MTA2","black"
"CEP44","pink"
"LYZL6","grey"
"LYSMD3","lightyellow"
"ELL2","purple"
"USP51","turquoise"
"LUM","purple"
"SS18L2","green"
"ZNF324B","darkolivegreen"
"STK25","grey60"
"NEUROD2","pink"
"ZFP14","royalblue"
"PCDHA13","grey"
"SNAPC3","sienna3"
"RPS25","turquoise"
"PCSK2","pink"
"STK33","salmon"
"RHOF","red"
"ZNF799","yellow"
"BECN1","greenyellow"
"SUCO","black"
"SFMBT2","darkslateblue"
"ANKRD54","blue"
"ZKSCAN2","skyblue3"
"LRCH1","grey60"
"CCDC109B","lightyellow"
"OGFR","yellow"
"TFAP2B","grey"
"GGT5","greenyellow"
"AQP12B","lavenderblush3"
"ITPKB","grey60"
"AL117190.3","midnightblue"
"PRR5-ARHGAP8","turquoise"
"PLEKHF2","midnightblue"
"ZIC2","brown"
"WSB2","turquoise"
"KXD1","lightcyan"
"MMS19","turquoise"
"DIEXF","lightcyan1"
"ASIC5","grey"
"ZSCAN5A","turquoise"
"PLXNA3","royalblue"
"SELO","darkred"
"ATG9B","purple"
"ATP5S","turquoise"
"HERPUD1","greenyellow"
"FAM208B","turquoise"
"FOSL2","grey60"
"C6orf120","orange"
"DNM3","steelblue"
"CD1C","grey"
"GOLGA7","purple"
"SDK2","brown"
"TBC1D5","red"
"CXorf30","brown"
"PRIM2","brown"
"MYOZ1","yellow"
"CSGALNACT2","grey60"
"TESK1","salmon"
"NUP153","turquoise"
"PDE6D","tan"
"FOXP3","lightcyan"
"DDX5","thistle1"
"LRTM1","magenta"
"AL096677.1","grey"
"MED11","darkturquoise"
"DUSP1","royalblue"
"TLDC1","darkgreen"
"SERPINA1","brown"
"OGFOD2","yellow"
"ZNF777","purple"
"PTPN3","red"
"FUT1","turquoise"
"GABBR2","plum1"
"ATP13A4","turquoise"
"SLC12A2","turquoise"
"ANAPC11","brown"
"DENND6B","salmon"
"FAM86A","brown"
"MAP3K2","cyan"
"CCNA2","lightgreen"
"IKZF4","brown"
"DRAM2","red"
"FSD2","yellow"
"C16orf54","blue"
"DCAF4L1","grey"
"MARK2","yellow"
"ABCA2","darkred"
"DTNA","orange"
"R3HCC1L","skyblue3"
"ITGB7","blue"
"GLTPD2","floralwhite"
"PRC1","lightgreen"
"SYT5","brown"
"GPR115","turquoise"
"DDIT4","brown"
"HSP90B1","pink"
"EOMES","grey60"
"CALHM2","greenyellow"
"CNN2","darkgrey"
"TAS2R42","grey"
"IFNB1","honeydew1"
"FOXQ1","turquoise"
"DNAJC10","skyblue3"
"BNIP1","salmon"
"INTS3","purple"
"AC018867.2","blue"
"ATF3","turquoise"
"FAM103A1","green"
"RAET1L","yellow"
"RBMS2","grey60"
"CHPF2","purple"
"SNX9","turquoise"
"DEK","black"
"IL21R","grey"
"EIF4ENIF1","red"
"PELP1","violet"
"FMNL1","green"
"CALHM3","greenyellow"
"CASP16","grey"
"BCL2L14","turquoise"
"PCNXL4","steelblue"
"USP44","turquoise"
"XPO1","salmon"
"ZNF491","brown"
"LHCGR","navajowhite2"
"GNPTAB","darkmagenta"
"C3orf35","blue"
"AC139100.2","grey60"
"CCSAP","green"
"RP11-867G23.8","skyblue"
"HERC6","turquoise"
"RTCB","yellow"
"WDR82","salmon"
"CA11","darkgreen"
"RAVER2","lightcyan"
"AC016586.1","grey"
"NUDT5","black"
"TOM1","pink"
"LOX","purple"
"ALDH1L1","blue"
"SDC3","mediumpurple3"
"C2orf81","turquoise"
"ZNF852","grey"
"GLMN","grey"
"DIP2C","brown"
"SERPINH1","skyblue3"
"SEPT3","pink"
"COL9A1","yellow"
"GNPAT","turquoise"
"USP11","white"
"TYROBP","darkorange"
"MYOCD","grey"
"TM4SF18","grey60"
"SLC9A9","green"
"CATSPER4","greenyellow"
"CCL21","darkorange"
"FAM188A","turquoise"
"WFDC12","grey"
"HIVEP1","ivory"
"HHIPL1","yellow"
"S100G","turquoise"
"ZNF716","tan"
"MARCH4","green"
"FBXO48","turquoise"
"ATP6V0E2","orange"
"C16orf95","turquoise"
"EVL","white"
"FASTKD2","cyan"
"TMPRSS13","turquoise"
"KRT19","red"
"ATAD2B","blue"
"CAMSAP1","white"
"RASA4B","yellow"
"GTF2A2","grey"
"GIMAP1","darkorange"
"KIF26A","cyan"
"BBS4","grey60"
"GSTT2B","cyan"
"CEP63","lightyellow"
"CASP3","green"
"STAT4","turquoise"
"EXPH5","midnightblue"
"LZTS1","green"
"SLC39A13","pink"
"NBAS","grey"
"CCT3","darkolivegreen"
"CST3","red"
"IL6R","darkgreen"
"IL7","grey"
"SEC24C","darkgrey"
"SMCO4","blue"
"SMIM18","grey"
"ZNF746","salmon"
"METTL21C","grey"
"AC091948.1","lavenderblush3"
"RAD51","lightgreen"
"TMEM258","purple"
"RHBDD2","brown"
"VAV2","turquoise"
"TAS2R1","grey"
"NUP133","brown"
"MCM8","lightgreen"
"HIGD1A","purple"
"SNRNP200","darkred"
"COLEC11","purple"
"C4orf22","blue"
"ACER2","blue"
"DOCK3","midnightblue"
"NT5C2","green"
"POLR2M","turquoise"
"IQCH","white"
"CSF2RB","darkorange"
"RPS3A","darkturquoise"
"NUTM2E","grey"
"PHYHD1","turquoise"
"PNRC2","turquoise"
"TLCD1","purple"
"ZNF19","skyblue3"
"ANKAR","yellow"
"ORC3","brown"
"XPNPEP2","tan"
"RBAK","purple"
"NCOA1","black"
"HDAC8","red"
"CDH2","orange"
"SIGLEC5","grey"
"PFDN1","salmon"
"CYP4A11","maroon"
"CPAMD8","brown"
"GOLGA6C","yellow"
"RASGEF1A","grey60"
"SPDL1","salmon"
"MAPK15","brown"
"PLEKHH2","orange"
"KCNQ4","lightsteelblue1"
"SLC26A11","greenyellow"
"FASTKD5","saddlebrown"
"MT1F","bisque4"
"SF3A1","brown"
"IGF1R","darkmagenta"
"MICU2","darkred"
"TTC26","blue"
"CDC73","cyan"
"IFNW1","grey"
"MEX3A","lightyellow"
"CLVS2","darkorange2"
"TCF20","purple"
"MAP2K6","lightyellow"
"EID1","turquoise"
"SEMA4A","black"
"LLGL1","darkgrey"
"NHLRC2","grey60"
"TRIT1","magenta"
"CANX","pink"
"CETN3","midnightblue"
"ROS1","magenta"
"IRF6","turquoise"
"CCL4","grey"
"GPR144","grey60"
"LEMD1","blue"
"DARS2","lightsteelblue1"
"RAB40C","blue"
"OR2W3","turquoise"
"ANAPC13","green"
"ACTR3C","violet"
"RAD1","black"
"CERS2","turquoise"
"ZNF75A","darkred"
"DLL3","steelblue"
"NUDT1","blue"
"AATK","salmon"
"HNRNPU","black"
"AFF4","black"
"IHH","green"
"EXOSC6","turquoise"
"SLC39A1","turquoise"
"RNMTL1","turquoise"
"SLC26A3","grey"
"MYBL2","lightgreen"
"ADAMTS16","grey60"
"PRAMEF2","magenta"
"L3MBTL4","royalblue"
"SOX1","pink"
"KCNN2","green"
"NDUFB5","yellow"
"ZNF664","midnightblue"
"PRRG4","turquoise"
"RMDN2","orange"
"MEFV","grey"
"NME8","palevioletred3"
"PFKFB1","grey"
"CHL1","tan"
"YAF2","black"
"SRI","turquoise"
"C5orf60","pink"
"PROL1","magenta"
"CCAR1","black"
"SEMA6D","turquoise"
"CASD1","brown"
"TBC1D10C","yellow"
"GABRG2","plum1"
"EPS8L3","turquoise"
"CCDC124","lightcyan"
"TXK","magenta"
"MADCAM1","grey"
"ZNF592","turquoise"
"CEP170B","brown"
"ST6GALNAC5","greenyellow"
"SFXN2","turquoise"
"ZNF395","mediumpurple3"
"CTNNA1","turquoise"
"STAG2","salmon"
"ZWINT","lightgreen"
"ZNF674","pink"
"TPD52L2","paleturquoise"
"ANKS4B","palevioletred3"
"BASP1","greenyellow"
"ABCF1","green"
"BSX","grey"
"AKR1B1","blue"
"PPTC7","blue"
"CDK18","greenyellow"
"C3orf72","red"
"AL160286.1","grey"
"THAP9","turquoise"
"C10orf105","white"
"UBE2Q2","steelblue"
"WBSCR22","lightpink4"
"XAGE3","tan"
"MPZ","yellow"
"SLC41A2","paleturquoise"
"MFNG","grey"
"PRKAR1A","lightcyan"
"IGFBPL1","turquoise"
"TRAF6","turquoise"
"ZC2HC1A","brown"
"ARPC3","skyblue"
"KLHDC3","grey"
"MICALCL","saddlebrown"
"PPIH","red"
"RNF113A","lightyellow"
"CCDC42","yellow"
"CHODL","pink"
"SPATA6","black"
"AGTR2","yellow"
"SLC2A6","greenyellow"
"EVI5L","blue"
"ANK1","cyan"
"FAM178A","yellow"
"CLIC4","greenyellow"
"AKIRIN1","turquoise"
"MCFD2","turquoise"
"BMPR1B","lightyellow"
"SUV39H1","violet"
"ARHGEF6","purple"
"SNX27","darkmagenta"
"HEPHL1","magenta"
"PNMA6A","green"
"TYW1","turquoise"
"ASPM","lightgreen"
"GGT2","tan"
"PDLIM4","turquoise"
"ZNF558","brown"
"TMEM216","black"
"CXCL11","yellow"
"CNOT4","purple"
"PRAMEF13","maroon"
"C19orf47","magenta"
"AP5Z1","plum2"
"EGF","green"
"GMCL1","pink"
"IGBP1","lightyellow"
"EIF1AD","greenyellow"
"CXorf27","grey"
"RAD21L1","grey60"
"ATF5","turquoise"
"HOXA1","greenyellow"
"TENM1","tan"
"AC004466.1","magenta"
"IMMT","cyan"
"AL592284.1","white"
"ANGPTL1","tan"
"AP4S1","pink"
"LGALSL","brown"
"ANKMY1","magenta"
"TNIP2","turquoise"
"SLC38A10","plum2"
"EGFL7","cyan"
"EIF2A","black"
"ALAD","salmon"
"ZSCAN32","yellowgreen"
"SLC25A24","skyblue"
"SPAG16","midnightblue"
"TRIM32","turquoise"
"CTSE","pink"
"KIAA0125","turquoise"
"ATP1A1","turquoise"
"ANKRD11","turquoise"
"TMEM229B","darkmagenta"
"PI4K2B","tan"
"KHDRBS3","darkturquoise"
"CLINT1","lightcyan"
"GEM","turquoise"
"TSPYL4","black"
"XRCC4","black"
"ELP2","cyan"
"PARP12","turquoise"
"GATAD1","purple"
"GLB1","red"
"SELT","paleturquoise"
"TANK","greenyellow"
"LCN6","grey"
"CHERP","lightcyan"
"BHLHA9","lavenderblush3"
"QRSL1","lightyellow"
"USH2A","grey"
"EFTUD2","royalblue"
"HNRNPCL1","magenta"
"HEPN1","grey"
"RPL24","brown"
"GCLC","lightyellow"
"FHIT","darkgreen"
"LSMEM2","turquoise"
"SLC16A12","blue"
"UBR3","blue"
"EPT1","darkgreen"
"HSPD1","salmon"
"ZBP1","darkorange"
"PCDHB15","darkmagenta"
"CCDC142","turquoise"
"ATF4","grey"
"LRRC8A","lightcyan"
"FAM211B","lightcyan1"
"ZBTB34","yellow"
"OR5K2","grey"
"EHF","turquoise"
"CENPF","lightgreen"
"SOX11","turquoise"
"CYP4A22","grey"
"MTIF3","green"
"FAM90A1","turquoise"
"CHPF","black"
"FAM71F2","grey"
"KPNA7","grey"
"TMOD1","green"
"HLA-A","turquoise"
"TMEM199","turquoise"
"SCRG1","magenta"
"CWC15","darkgreen"
"RNFT1","green"
"MYADML2","grey"
"GOLGA6L9","grey"
"NGRN","brown"
"KDM2B","brown"
"ATP2B1","orange"
"AGFG1","lightcyan1"
"ZKSCAN3","darkgrey"
"CAMK1G","yellow"
"MOB1A","skyblue"
"FBXW12","turquoise"
"TUBB6","blue"
"NOL7","black"
"GRK7","grey"
"TRAPPC10","brown"
"PADI1","pink"
"ABHD17C","greenyellow"
"CLPS","tan"
"FABP6","brown"
"CKMT1B","turquoise"
"TMEM134","salmon"
"SMARCC2","lightcyan"
"HDAC6","brown"
"CES3","red"
"FZD9","greenyellow"
"LILRA4","darkorange"
"PRLR","midnightblue"
"RNF125","green"
"WDR13","brown"
"AMER2","tan"
"PRKAR2B","darkgrey"
"RNF31","black"
"POLH","lightyellow"
"CIB3","grey"
"ZDHHC4","purple"
"PLEKHH3","greenyellow"
"TMED3","orange"
"PAXIP1","yellowgreen"
"PSKH1","turquoise"
"RERGL","magenta"
"IGSF9B","pink"
"BTD","green"
"HTR1E","turquoise"
"PRPF8","lightcyan"
"FLG2","magenta"
"CLPTM1L","turquoise"
"JDP2","yellow"
"CACTIN","darkslateblue"
"CEBPD","midnightblue"
"KCNK9","grey"
"ARFGEF2","midnightblue"
"APOL4","turquoise"
"TREML1","grey"
"LEPREL1","darkolivegreen"
"GREB1L","orange"
"ALG1","brown"
"NUTF2","blue"
"RTL1","midnightblue"
"BTNL9","saddlebrown"
"HIST1H2AK","purple"
"RSBN1","turquoise"
"TRIM34","grey"
"UBE2V1","grey"
"SEPT1","purple"
"PSCA","darkred"
"SLMAP","orange"
"CHST14","skyblue"
"TCTE3","grey"
"LY9","darkorange"
"GSS","lightcyan"
"C9orf170","yellow"
"SEC62","salmon"
"SWAP70","midnightblue"
"SLC11A2","darkgreen"
"FAM53C","darkgreen"
"FAM159B","grey"
"MAFB","turquoise"
"NPRL2","purple"
"KAT7","salmon4"
"PTPN12","violet"
"DHX15","grey60"
"CHMP4C","midnightblue"
"PKP4","white"
"TCF21","grey"
"STAM2","blue"
"MKRN3","violet"
"AC016251.1","grey"
"MRPS2","royalblue"
"AC007040.11","midnightblue"
"NTAN1","brown"
"ANGEL1","royalblue"
"DAAM1","royalblue"
"LRRC71","blue"
"ZNF787","ivory"
"THSD1","orange"
"TBCD","green"
"PARVG","turquoise"
"KMT2C","lightcyan1"
"SMAD6","red"
"BOC","red"
"MAF","magenta"
"RPS28","turquoise"
"WASL","pink"
"C10orf53","grey"
"HEATR4","turquoise"
"C9orf142","purple"
"SLC31A2","pink"
"CLCN4","red"
"MAST1","cyan"
"ZFPL1","purple"
"MRPL3","brown"
"CD2AP","darkgrey"
"PRR18","turquoise"
"GOLT1B","turquoise"
"SYNJ1","yellow"
"HN1L","floralwhite"
"AC131971.1","grey"
"CEACAM6","brown"
"PARP10","black"
"FAM160A1","turquoise"
"ARID3B","cyan"
"ESD","green"
"KLHL5","orange"
"POLE4","darkmagenta"
"YWHAQ","lightgreen"
"GTF2IRD2B","lightgreen"
"OSGIN2","darkgreen"
"TUFM","green"
"CEACAM21","brown"
"SNRK","green"
"ACKR4","grey"
"SCN11A","grey"
"TLDC2","pink"
"PC","salmon"
"PLCD3","green"
"TGFB2","yellow"
"KLHL34","magenta"
"BLOC1S5","turquoise"
"AC018630.1","grey"
"LAMTOR5","royalblue"
"C3orf14","greenyellow"
"PSPN","pink"
"MAST3","yellow"
"AC009041.2","cyan"
"ITGA11","grey"
"TSSC4","red"
"C5orf15","cyan"
"PNPLA2","lightyellow"
"GNA11","turquoise"
"ZNF501","turquoise"
"CLP1","black"
"CD207","midnightblue"
"S100A13","green"
"CAPRIN1","black"
"GAB2","steelblue"
"ASAP2","darkgrey"
"TBXAS1","brown"
"GXYLT2","white"
"MUC6","blue"
"CR769776.1","brown"
"BAG2","red"
"ETFB","brown"
"FUCA1","black"
"ADD1","blue"
"CLPSL2","greenyellow"
"GADD45A","turquoise"
"ZBTB7B","blue"
"FAM83D","lightgreen"
"NOS3","purple"
"ACVR1B","darkturquoise"
"PLS3","blue"
"SLC27A2","pink"
"C1orf127","grey"
"ALAS1","pink"
"TICAM2","grey"
"RNF20","turquoise"
"OCIAD1","mediumpurple3"
"SLC4A9","greenyellow"
"RPS6","turquoise"
"SPDYE2","yellowgreen"
"NBPF12","black"
"COL5A2","royalblue"
"C7orf57","blue"
"AKT1","royalblue"
"B3GAT2","blue"
"CHRNA9","magenta"
"CDC42BPG","turquoise"
"AGPAT6","purple"
"TMEM141","turquoise"
"GNRH2","paleturquoise"
"DCAF12","yellow"
"MAP3K19","blue"
"OR56A4","yellow"
"C21orf49","grey"
"MAGI3","midnightblue"
"MCUR1","turquoise"
"IQCB1","midnightblue"
"MACF1","turquoise"
"RPS21","blue"
"SOX10","grey"
"TCEAL4","turquoise"
"ASTL","darkgreen"
"FBXL7","floralwhite"
"ETV3","turquoise"
"RTEL1","orange"
"SIX2","midnightblue"
"NUDT8","orange"
"ZRANB1","green"
"C21orf88","greenyellow"
"ZC3H14","royalblue"
"POLB","red"
"FAIM3","turquoise"
"NBPF3","black"
"HIST2H4A","grey"
"STXBP5","yellowgreen"
"CSDE1","pink"
"DDX19A","turquoise"
"RAB11FIP1","black"
"LGALS9C","blue"
"IFT46","darkgrey"
"CROCC","lightsteelblue1"
"ROPN1B","grey"
"PGD","green"
"TRAPPC3","green"
"DERL2","turquoise"
"MCAM","darkred"
"BRINP1","darkgrey"
"CRIPAK","yellow"
"MRPS26","purple"
"RBBP4","plum2"
"TMEM249","red"
"EPC2","grey"
"CHST4","purple"
"XPO6","brown"
"TGM5","tan"
"DIRAS1","midnightblue"
"GNAO1","turquoise"
"DLL4","brown"
"SCN1B","green"
"DYDC1","blue"
"PNLDC1","tan"
"PGGT1B","turquoise"
"UBXN11","turquoise"
"CUBN","midnightblue"
"PINLYP","grey"
"LRRIQ4","tan"
"ATAD5","lightgreen"
"ABCC6","lightyellow"
"SDHAF2","black"
"PIN4","green"
"CLIC6","turquoise"
"DNAJB13","brown"
"AC018470.1","tan"
"KRT13","blue"
"LRRC8C","purple"
"MRPL43","grey"
"TSSC1","purple"
"KLHL35","darkred"
"FAM102B","cyan"
"CRTC3","brown"
"ALMS1","lightgreen"
"RGS4","grey"
"ANKRD33","turquoise"
"MAP4K4","red"
"GAD1","pink"
"AIMP2","black"
"NDUFS6","brown"
"NUP210L","yellow"
"AC074091.13","yellow"
"VWA2","turquoise"
"NPC1","orange"
"CYP17A1","magenta"
"HNRNPDL","saddlebrown"
"GRM5","yellow"
"GPC5","turquoise"
"NKX3-2","skyblue"
"VGLL2","magenta"
"MLANA","grey"
"ASH1L","blue"
"VTN","yellow"
"NPFFR1","tan"
"GGN","turquoise"
"JAKMIP2","greenyellow"
"DAPK2","green"
"PRDM4","bisque4"
"FMN1","red"
"PQLC2","cyan"
"RIOK2","steelblue"
"C12orf36","turquoise"
"FAM172A","darkturquoise"
"ARSH","tan"
"HMGXB4","yellow"
"SMTNL1","turquoise"
"TGIF1","saddlebrown"
"STAT3","purple"
"MBLAC2","saddlebrown"
"RHOBTB2","blue"
"UNKL","blue"
"FAM193A","darkturquoise"
"MLN","yellow"
"FAU","salmon"
"FAM21B","yellow"
"WDR45B","blue"
"SPANXC","magenta"
"PSD3","darkgrey"
"LETM2","cyan"
"UBE2B","blue"
"AP001362.1","red"
"TTC39C","green"
"SSBP3","green"
"FGFR1OP2","grey"
"DMBT1","blue"
"ANKRD45","brown"
"LPP","red"
"ACAA1","red"
"C2CD4B","pink"
"HERC2","yellow"
"ZNF322","green"
"C10orf131","black"
"OAZ2","darkgreen"
"PDK1","brown"
"MUC7","blue"
"CSTF3","blue"
"LARS2","green"
"CYB5D2","darkred"
"PRRX2","purple"
"MID2","royalblue"
"GTF2H2","turquoise"
"NEK3","bisque4"
"NPHS1","magenta"
"COL4A1","darkmagenta"
"OOSP1","grey"
"ZADH2","yellow"
"INSIG1","red"
"EIF4H","lightgreen"
"STK39","red"
"HYAL3","turquoise"
"LCMT2","green"
"PNO1","blue"
"C10orf71","grey"
"RWDD2A","lightgreen"
"PDP1","bisque4"
"ABCE1","turquoise"
"PCCB","darkgrey"
"FOXS1","magenta"
"PHACTR1","turquoise"
"CD8B","turquoise"
"UTS2","steelblue"
"HPD","grey"
"TPPP3","brown"
"GRB2","yellow"
"ELP3","white"
"CYP8B1","turquoise"
"AKAP5","turquoise"
"LYRM4","red"
"TTC31","turquoise"
"MYBPH","blue"
"AOAH","yellow"
"AL158147.2","turquoise"
"MXD4","steelblue"
"PLS1","cyan"
"RAB11A","lightpink4"
"SNRPF","blue"
"HBB","grey"
"PRKRA","turquoise"
"ZNF195","steelblue"
"RHEB","blue"
"MGAT5","cyan"
"ATP11B","darkgreen"
"VGLL1","turquoise"
"PCED1A","ivory"
"CPA5","cyan"
"SLC30A4","paleturquoise"
"C17orf96","pink"
"THAP1","purple"
"HSD17B10","lightcyan"
"OR2A42","palevioletred3"
"OR2B6","purple"
"HTT","paleturquoise"
"LIPJ","grey"
"AC024580.1","black"
"ZNF607","magenta"
"TRIQK","greenyellow"
"OR13A1","grey"
"TMEM82","grey"
"UNC5D","tan"
"CD300A","blue"
"PCYT2","orange"
"CBWD1","sienna3"
"TMED8","brown"
"AL358333.1","floralwhite"
"DALRD3","white"
"CD302","orangered4"
"MFSD2B","grey"
"PCDHGB6","grey"
"PEX16","steelblue"
"C5orf46","magenta"
"ANKRD50","darkturquoise"
"FAM106A","darkmagenta"
"LY6K","grey60"
"C14orf119","greenyellow"
"AK9","red"
"PPP4R4","turquoise"
"TMED7","sienna3"
"ARRB1","magenta"
"NT5C1B","magenta"
"SPARC","greenyellow"
"ZFP36L1","black"
"TEX30","brown"
"MAPK9","pink"
"SEPT7","orangered4"
"C6orf15","blue"
"SOX12","green"
"TMED6","grey"
"BIRC5","lightgreen"
"CAPS","blue"
"SLC6A13","grey"
"PKD2","darkturquoise"
"NPEPL1","brown4"
"CDC20B","blue"
"ATP1B1","red"
"ABCA6","grey"
"MKL2","turquoise"
"TEX10","turquoise"
"FAM63A","black"
"MAGEA2B","midnightblue"
"CHN1","ivory"
"LCN15","turquoise"
"HSPA5","greenyellow"
"GOLT1A","blue"
"PUF60","pink"
"NCBP2","darkturquoise"
"STXBP2","skyblue"
"ZNF732","brown"
"CES1","pink"
"TPM4","pink"
"OSGEP","purple"
"EEF2K","brown"
"FOXN2","black"
"ZNF639","turquoise"
"TCF7L2","yellowgreen"
"C6orf195","grey"
"IFT43","blue"
"FPR1","darkorange"
"ACTR8","darkolivegreen"
"NR4A3","yellow"
"FBXW11","pink"
"IKBIP","turquoise"
"KPNA3","turquoise"
"PLG","black"
"NEK2","lightgreen"
"RP11-701P16.2","magenta"
"GPX2","pink"
"ZBTB22","green"
"ECHS1","turquoise"
"RHAG","yellow"
"COPA","brown"
"CD93","darkorange"
"GPR101","darkorange2"
"CELF5","turquoise"
"GTPBP10","yellow"
"CECR6","cyan"
"UBR2","darkgreen"
"DAO","grey"
"MPI","thistle1"
"ANKRD13A","blue"
"OR2C1","pink"
"ZNF729","tan"
"HPS3","turquoise"
"JPH4","turquoise"
"POU3F2","green"
"FOXL1","green"
"CALCB","turquoise"
"ATP5L","tan"
"KRTAP10-2","tan"
"CHCHD7","purple"
"RGS2","yellow"
"PCDH17","greenyellow"
"ZNF626","purple"
"MBIP","pink"
"ZNF653","brown"
"MC1R","salmon"
"SLC8A1","yellow"
"MIOX","turquoise"
"POLE2","black"
"UTP20","black"
"FRMD7","darkorange2"
"TRDN","blue"
"C9orf64","floralwhite"
"ADAM18","yellow"
"SYPL2","pink"
"FAM71F1","grey"
"NIM1","turquoise"
"TRO","yellowgreen"
"NR5A1","midnightblue"
"STYXL1","grey"
"HSD17B11","turquoise"
"KCNH1","tan"
"DNAJC16","turquoise"
"PCDHGA4","salmon"
"SDF4","lightyellow"
"KCNH6","turquoise"
"CHMP2A","lightcyan"
"KBTBD2","ivory"
"ERLEC1","blue"
"GDNF","tan"
"CTSC","purple"
"ABHD16A","lightyellow"
"NAIF1","grey60"
"IDO1","purple"
"RNASEH2A","lightgreen"
"CXCL3","darkgrey"
"KLF4","steelblue"
"METTL2A","royalblue"
"EMC6","black"
"HOXA6","midnightblue"
"AL136376.1","turquoise"
"WIPF2","black"
"MFSD12","steelblue"
"LRRC23","turquoise"
"TRPC6","blue"
"STXBP3","darkgrey"
"ESYT1","lightcyan"
"IRAK1BP1","darkred"
"CSRNP2","black"
"RNF138","yellow"
"TFEC","brown"
"MAPK11","darkgreen"
"SNX12","orange"
"TRIP4","blue"
"EXTL1","lightsteelblue1"
"TMEM41B","tan"
"PRDM15","brown"
"HOXA11","red"
"CD276","turquoise"
"RSPO2","purple"
"MEGF9","darkred"
"RPL32","turquoise"
"DNAJC5B","tan"
"CDH10","yellow"
"TRPV2","yellow"
